Tanggal;Hari;Pengunjung
2020-02-08;Sabtu;32636
2020-02-09;Minggu;27784
2020-02-10;Senin;27456
2020-02-11;Selasa;28136
2020-02-12;Rabu;29781
2020-02-13;Kamis;32533
2020-02-14;Jumat;35312
2020-02-15;Sabtu;36887
2020-02-16;Minggu;33778
2020-02-17;Senin;31266
2020-02-18;Selasa;29527
2020-02-19;Rabu;29388
2020-02-20;Kamis;30140
2020-02-21;Jumat;29246
2020-02-22;Sabtu;31581
2020-02-23;Minggu;27903
2020-02-24;Senin;27436
2020-02-25;Selasa;25230
2020-02-26;Rabu;26061
2020-02-27;Kamis;28586
2020-02-28;Jumat;26601
2020-02-29;Sabtu;30737
2020-03-01;Minggu;28976
2020-03-02;Senin;24512
2020-03-03;Selasa;22799
2020-03-04;Rabu;24425
2020-03-05;Kamis;28729
2020-03-06;Jumat;28980
2020-03-07;Sabtu;31050
2020-03-08;Minggu;26388
2020-03-09;Senin;23730
2020-03-10;Selasa;22270
2020-03-11;Rabu;23790
2020-03-12;Kamis;28674
2020-03-13;Jumat;28412
2020-03-14;Sabtu;28288
2020-03-15;Minggu;23882
2020-03-16;Senin;20410
2020-03-17;Selasa;19181
2020-03-18;Rabu;14042
2020-03-19;Kamis;10571
2020-03-20;Jumat;8293
2020-03-21;Sabtu;6478
2020-03-22;Minggu;5514
2020-03-23;Senin;3880
2020-03-24;Selasa;3691
2020-03-25;Rabu;3158
2020-03-26;Kamis;1033
2020-03-27;Jumat;985
2020-03-28;Sabtu;808
2020-03-29;Minggu;547
2020-03-30;Senin;593
2020-03-31;Selasa;301
2020-04-01;Rabu;453
2020-04-02;Kamis;249
2020-04-03;Jumat;404
2020-04-04;Sabtu;395
2020-04-05;Minggu;359
2020-04-06;Senin;333
2020-04-07;Selasa;424
2020-04-08;Rabu;417
2020-04-09;Kamis;543
2020-04-10;Jumat;330
2020-04-11;Sabtu;271
2020-04-12;Minggu;319
2020-04-13;Senin;609
2020-04-14;Selasa;438
2020-04-15;Rabu;604
2020-04-16;Kamis;330
2020-04-17;Jumat;342
2020-04-18;Sabtu;373
2020-04-19;Minggu;336
2020-04-20;Senin;313
2020-04-21;Selasa;360
2020-04-22;Rabu;318
2020-04-23;Kamis;368
2020-04-24;Jumat;330
2020-04-25;Sabtu;386
2020-04-26;Minggu;401
2020-04-27;Senin;363
2020-04-28;Selasa;357
2020-04-29;Rabu;460
2020-04-30;Kamis;451
2020-05-01;Jumat;511
2020-05-02;Sabtu;637
2020-05-03;Minggu;557
2020-05-04;Senin;644
2020-05-05;Selasa;581
2020-05-06;Rabu;478
2020-05-07;Kamis;579
2020-05-08;Jumat;615
2020-05-09;Sabtu;669
2020-05-10;Minggu;658
2020-05-11;Senin;698
2020-05-12;Selasa;746
2020-05-13;Rabu;651
2020-05-14;Kamis;769
2020-05-15;Jumat;844
2020-05-16;Sabtu;833
2020-05-17;Minggu;899
2020-05-18;Senin;1060
2020-05-19;Selasa;916
2020-05-20;Rabu;1042
2020-05-21;Kamis;965
2020-05-22;Jumat;753
2020-05-23;Sabtu;912
2020-05-24;Minggu;838
2020-05-25;Senin;870
2020-05-26;Selasa;763
2020-05-27;Rabu;873
2020-05-28;Kamis;899
2020-05-29;Jumat;928
2020-05-30;Sabtu;1098
2020-05-31;Minggu;1228
2020-06-01;Senin;1408
2020-06-02;Selasa;1377
2020-06-03;Rabu;1301
2020-06-04;Kamis;1444
2020-06-05;Jumat;1270
2020-06-06;Sabtu;1479
2020-06-07;Minggu;1636
2020-06-08;Senin;1580
2020-06-09;Selasa;1382
2020-06-10;Rabu;1284
2020-06-11;Kamis;1496
2020-06-12;Jumat;1126
2020-06-13;Sabtu;1900
2020-06-14;Minggu;1648
2020-06-15;Senin;1575
2020-06-16;Selasa;1474
2020-06-17;Rabu;1258
2020-06-18;Kamis;1575
2020-06-19;Jumat;1328
2020-06-20;Sabtu;1475
2020-06-21;Minggu;1340
2020-06-22;Senin;1534
2020-06-23;Selasa;1340
2020-06-24;Rabu;1365
2020-06-25;Kamis;1513
2020-06-26;Jumat;1159
2020-06-27;Sabtu;1717
2020-06-28;Minggu;1432
2020-06-29;Senin;1517
2020-06-30;Selasa;1654
2020-07-01;Rabu;1982
2020-07-02;Kamis;2347
2020-07-03;Jumat;2129
2020-07-04;Sabtu;1801
2020-07-05;Minggu;1780
2020-07-06;Senin;2402
2020-07-07;Selasa;2395
2020-07-08;Rabu;2182
2020-07-09;Kamis;2538
2020-07-10;Jumat;2098
2020-07-11;Sabtu;2047
2020-07-12;Minggu;1943
2020-07-13;Senin;2310
2020-07-14;Selasa;2050
2020-07-15;Rabu;2079
2020-07-16;Kamis;2318
2020-07-17;Jumat;1686
2020-07-18;Sabtu;1838
2020-07-19;Minggu;1872
2020-07-20;Senin;2325
2020-07-21;Selasa;1972
2020-07-22;Rabu;2071
2020-07-23;Kamis;1989
2020-07-24;Jumat;1702
2020-07-25;Sabtu;1710
2020-07-26;Minggu;791
2020-07-27;Senin;2315
2020-07-28;Selasa;1993
2020-07-29;Rabu;2086
2020-07-30;Kamis;2308
2020-07-31;Jumat;2384
2020-08-01;Sabtu;3069
2020-08-02;Minggu;2696
2020-08-03;Senin;3116
2020-08-04;Selasa;2628
2020-08-05;Rabu;2481
2020-08-06;Kamis;2814
2020-08-07;Jumat;1896
2020-08-08;Sabtu;2020
2020-08-09;Minggu;2279
2020-08-10;Senin;2701
2020-08-11;Selasa;2049
2020-08-12;Rabu;1771
2020-08-13;Kamis;1743
2020-08-14;Jumat;1800
2020-08-15;Sabtu;2054
2020-08-16;Minggu;1924
2020-08-17;Senin;1965
2020-08-18;Selasa;1810
2020-08-19;Rabu;1960
2020-08-20;Kamis;2447
2020-08-21;Jumat;1433
2020-08-22;Sabtu;1779
2020-08-23;Minggu;1673
2020-08-24;Senin;1790
2020-08-25;Selasa;1697
2020-08-26;Rabu;1540
2020-08-27;Kamis;1509
2020-08-28;Jumat;1267
2020-08-29;Sabtu;1476
2020-08-30;Minggu;1711
2020-08-31;Senin;2024
2020-09-01;Selasa;2517
2020-09-02;Rabu;2127
2020-09-03;Kamis;2152
2020-09-04;Jumat;1432
2020-09-05;Sabtu;1680
2020-09-06;Minggu;1445
2020-09-07;Senin;1878
2020-09-08;Selasa;1519
2020-09-09;Rabu;1626
2020-09-10;Kamis;1851
2020-09-11;Jumat;1348
2020-09-12;Sabtu;1752
2020-09-13;Minggu;1688
2020-09-14;Senin;2037
2020-09-15;Selasa;1813
2020-09-16;Rabu;1545
2020-09-17;Kamis;1613
2020-09-18;Jumat;1405
2020-09-19;Sabtu;1620
2020-09-20;Minggu;1569
2020-09-21;Senin;1872
2020-09-22;Selasa;1378
2020-09-23;Rabu;1526
2020-09-24;Kamis;1923
2020-09-25;Jumat;1464
2020-09-26;Sabtu;1562
2020-09-27;Minggu;1568
2020-09-28;Senin;1531
2020-09-29;Selasa;1732
2020-09-30;Rabu;1810
2020-10-01;Kamis;2527
2020-10-02;Jumat;1832
2020-10-03;Sabtu;2015
2020-10-04;Minggu;1689
2020-10-05;Senin;1750
2020-10-06;Selasa;1686
2020-10-07;Rabu;1483
